species,individualCount,decimalLongitude,decimalLatitude,eventDate,district
Zenaida macroura,3,-103.5848093,42.85706,2022-05-27,Pine Ridge / Oglala
Zenaida macroura,1,-103.5848093,42.85706,2022-05-18,Pine Ridge / Oglala
Zenaida macroura,11,-103.641852,43.000498,2022-05-18,Pine Ridge / Oglala
Zenaida macroura,1,-103.515558,42.831379,2022-05-18,Pine Ridge / Oglala
Zenaida macroura,2,-103.57163,42.809655,2022-05-04,Pine Ridge / Oglala
Zenaida macroura,4,-103.574259,42.900279,2022-05-18,Pine Ridge / Oglala
Zenaida macroura,1,-100.2983522,41.8992266,2022-05-19,Bessey
Zenaida macroura,1,-100.297961,41.903303,2022-05-20,Bessey
Zenaida macroura,6,-100.3527038,41.8962773,2022-05-01,Bessey
Zenaida macroura,3,-100.3807068,41.8572879,2022-05-01,Bessey
Zenaida macroura,6,-101.120953,42.774363,2022-06-08,McKelvie
Zenaida macroura,8,-101.083149,42.775895,2022-06-15,McKelvie
Zenaida macroura,28,-101.133042,42.701631,2022-06-08,McKelvie
Zenaida macroura,1,-100.898879,42.644792,2022-06-07,McKelvie
Zenaida macroura,1,-101.155456,42.689493,2022-06-07,McKelvie
Zenaida macroura,7,-101.1539039,42.6890767,2022-06-15,McKelvie
Zenaida macroura,1,-103.0162239,42.7071641,2022-06-17,Pine Ridge / Oglala
Zenaida macroura,1,-103.0162239,42.7071641,2022-06-05,Pine Ridge / Oglala
Zenaida macroura,6,-103.0162239,42.7071641,2022-06-01,Pine Ridge / Oglala
Zenaida macroura,11,-102.930012,42.717473,2022-06-24,Pine Ridge / Oglala
Zenaida macroura,6,-102.905537,42.717204,2022-06-24,Pine Ridge / Oglala
Zenaida macroura,38,-103.2019615,42.6392627,2022-06-29,Pine Ridge / Oglala
Zenaida macroura,8,-102.984474,42.794094,2022-06-21,Pine Ridge / Oglala
Zenaida macroura,2,-103.0162239,42.7071641,2022-06-15,Pine Ridge / Oglala
Zenaida macroura,3,-102.998027,42.677801,2022-06-24,Pine Ridge / Oglala
Zenaida macroura,7,-103.3163953,42.6317644,2022-06-13,Pine Ridge / Oglala
Zenaida macroura,3,-102.922464,42.669772,2022-06-24,Pine Ridge / Oglala
Zenaida macroura,2,-103.0162239,42.7071641,2022-06-27,Pine Ridge / Oglala
Zenaida macroura,7,-103.2616997,42.6414094,2022-06-22,Pine Ridge / Oglala
Zenaida macroura,1,-103.0042076,42.7448691,2022-06-16,Pine Ridge / Oglala
Zenaida macroura,16,-103.2019615,42.6392627,2022-06-28,Pine Ridge / Oglala
Zenaida macroura,6,-103.2616997,42.6414094,2022-06-27,Pine Ridge / Oglala
Zenaida macroura,2,-103.007606,42.699869,2022-06-24,Pine Ridge / Oglala
Zenaida macroura,1,-102.954306,42.6555,2022-06-24,Pine Ridge / Oglala
Zenaida macroura,1,-103.0042076,42.7448691,2022-06-27,Pine Ridge / Oglala
Zenaida macroura,1,-103.0162239,42.7071641,2022-06-08,Pine Ridge / Oglala
Zenaida macroura,5,-103.0162239,42.7071641,2022-06-15,Pine Ridge / Oglala
Zenaida macroura,X,-103.5848093,42.85706,2022-06-12,Pine Ridge / Oglala
Zenaida macroura,1,-103.5716912,42.6984793,2022-06-08,Pine Ridge / Oglala
Zenaida macroura,1,-100.2983522,41.8992266,2022-06-06,Bessey
Zenaida macroura,16,-100.3807068,41.8572879,2022-06-06,Bessey
Zenaida macroura,16,-100.511384,41.9710414,2022-06-30,Bessey
Zenaida macroura,20,-100.3807068,41.8572879,2022-06-06,Bessey
Zenaida macroura,4,-100.297794,41.90289,2022-06-05,Bessey
Zenaida macroura,6,-101.1099132,42.7521737,2022-07-25,McKelvie
Zenaida macroura,8,-100.8958363,42.6436565,2022-07-25,McKelvie
Zenaida macroura,1,-103.440206,42.898875,2022-07-13,Pine Ridge / Oglala
Zenaida macroura,1,-103.0042076,42.7448691,2022-07-22,Pine Ridge / Oglala
Zenaida macroura,2,-103.4007615,42.5952465,2022-07-20,Pine Ridge / Oglala
Zenaida macroura,4,-103.2019615,42.6392627,2022-07-03,Pine Ridge / Oglala
Zenaida macroura,4,-103.3163953,42.6317644,2022-07-16,Pine Ridge / Oglala
Zenaida macroura,3,-103.1738967,42.5961483,2022-07-20,Pine Ridge / Oglala
Zenaida macroura,X,-103.6015345,42.8282226,2022-07-30,Pine Ridge / Oglala
Zenaida macroura,1,-103.8896918,42.8998386,2022-07-02,Pine Ridge / Oglala
Zenaida macroura,87,-103.5900021,42.9404335,2022-07-27,Pine Ridge / Oglala
Zenaida macroura,4,-100.2983522,41.8992266,2022-07-08,Bessey
Zenaida macroura,2,-100.2728203,41.7963965,2022-07-09,Bessey
Zenaida macroura,2,-101.124567,42.711328,2022-08-14,McKelvie
Zenaida macroura,3,-101.1539039,42.6890767,2022-08-14,McKelvie
Zenaida macroura,2,-103.0042076,42.7448691,2022-08-01,Pine Ridge / Oglala
Zenaida macroura,3,-103.023827,42.7090038,2022-08-30,Pine Ridge / Oglala
Zenaida macroura,1,-103.4984207,42.9109261,2022-08-20,Pine Ridge / Oglala
Zenaida macroura,17,-103.023827,42.7090038,2022-08-27,Pine Ridge / Oglala
Zenaida macroura,2,-103.037628,42.715735,2022-08-20,Pine Ridge / Oglala
Zenaida macroura,8,-103.023827,42.7090038,2022-08-31,Pine Ridge / Oglala
Zenaida macroura,2,-103.0162239,42.7071641,2022-08-01,Pine Ridge / Oglala
Zenaida macroura,3,-103.0162239,42.7071641,2022-08-28,Pine Ridge / Oglala
Zenaida macroura,2,-103.2019615,42.6392627,2022-08-30,Pine Ridge / Oglala
Zenaida macroura,2,-103.0162239,42.7071641,2022-08-25,Pine Ridge / Oglala
Zenaida macroura,5,-103.0162239,42.7071641,2022-08-15,Pine Ridge / Oglala
Zenaida macroura,2,-102.9820664,42.7515615,2022-08-01,Pine Ridge / Oglala
Zenaida macroura,1,-103.0042076,42.7448691,2022-08-20,Pine Ridge / Oglala
Zenaida macroura,24,-103.0162239,42.7071641,2022-08-11,Pine Ridge / Oglala
Zenaida macroura,4,-103.551926,42.858951,2022-08-20,Pine Ridge / Oglala
Zenaida macroura,16,-103.5716912,42.6984793,2022-08-14,Pine Ridge / Oglala
Zenaida macroura,3,-103.5716912,42.6984793,2022-08-13,Pine Ridge / Oglala
Zenaida macroura,1,-103.5848093,42.85706,2022-08-01,Pine Ridge / Oglala
Zenaida macroura,1,-100.3397034,41.8869043,2022-08-19,Bessey
Zenaida macroura,4,-100.3056451,41.9020192,2022-08-08,Bessey
Zenaida macroura,X,-100.511384,41.9710414,2022-08-08,Bessey
Zenaida macroura,2,-100.3551936,41.8912857,2022-08-08,Bessey
Zenaida macroura,2,-103.023827,42.7090038,2022-09-30,Pine Ridge / Oglala
Zenaida macroura,4,-103.023827,42.7090038,2022-09-13,Pine Ridge / Oglala
Zenaida macroura,3,-103.023827,42.7090038,2022-09-05,Pine Ridge / Oglala
Zenaida macroura,3,-103.023827,42.7090038,2022-09-08,Pine Ridge / Oglala
Zenaida macroura,5,-103.023827,42.7090038,2022-09-06,Pine Ridge / Oglala
Zenaida macroura,1,-103.0162239,42.7071641,2022-09-21,Pine Ridge / Oglala
Zenaida macroura,30,-102.9820664,42.7515615,2022-09-09,Pine Ridge / Oglala
Zenaida macroura,1,-103.0162239,42.7071641,2022-09-07,Pine Ridge / Oglala
Zenaida macroura,2,-103.023827,42.7090038,2022-09-15,Pine Ridge / Oglala
Zenaida macroura,2,-103.023827,42.7090038,2022-09-16,Pine Ridge / Oglala
Zenaida macroura,4,-103.023827,42.7090038,2022-09-17,Pine Ridge / Oglala
Zenaida macroura,2,-103.023827,42.7090038,2022-09-14,Pine Ridge / Oglala
Zenaida macroura,4,-103.023827,42.7090038,2022-09-01,Pine Ridge / Oglala
Zenaida macroura,1,-103.023827,42.7090038,2022-09-29,Pine Ridge / Oglala
Zenaida macroura,3,-103.0042076,42.7448691,2022-09-23,Pine Ridge / Oglala
Zenaida macroura,1,-103.023827,42.7090038,2022-09-24,Pine Ridge / Oglala
Zenaida macroura,2,-103.023827,42.7090038,2022-09-21,Pine Ridge / Oglala
Zenaida macroura,3,-103.023827,42.7090038,2022-09-02,Pine Ridge / Oglala
Zenaida macroura,1,-103.0162239,42.7071641,2022-09-04,Pine Ridge / Oglala
Zenaida macroura,2,-103.023827,42.7090038,2022-09-09,Pine Ridge / Oglala
Zenaida macroura,2,-103.023827,42.7090038,2022-09-20,Pine Ridge / Oglala
Zenaida macroura,10,-103.0162239,42.7071641,2022-09-10,Pine Ridge / Oglala
Zenaida macroura,2,-103.023827,42.7090038,2022-09-03,Pine Ridge / Oglala
Zenaida macroura,3,-103.023827,42.7090038,2022-09-10,Pine Ridge / Oglala
Zenaida macroura,1,-103.0162239,42.7071641,2022-09-09,Pine Ridge / Oglala
Zenaida macroura,1,-103.0162239,42.7071641,2022-09-12,Pine Ridge / Oglala
Zenaida macroura,3,-103.5848093,42.85706,2022-09-06,Pine Ridge / Oglala
Zenaida macroura,X,-103.5824625,42.9201672,2022-09-21,Pine Ridge / Oglala
Zenaida macroura,3,-103.5848093,42.85706,2022-09-27,Pine Ridge / Oglala
Zenaida macroura,1,-103.0042076,42.7448691,2022-10-10,Pine Ridge / Oglala
Zenaida macroura,1,-103.023827,42.7090038,2022-10-01,Pine Ridge / Oglala
Zenaida macroura,2,-100.2675098,41.7952329,2023-04-14,Bessey
Zenaida macroura,1,-100.4095359,41.8915076,2023-04-29,Bessey
Zenaida macroura,12,-100.3807068,41.8572879,2023-04-14,Bessey
Zenaida macroura,6,-100.5014752,41.958972,2023-04-30,Bessey
Zenaida macroura,1,-101.1539039,42.6890767,2023-05-06,McKelvie
Zenaida macroura,1,-101.1539039,42.6890767,2023-05-05,McKelvie
Zenaida macroura,3,-101.1539039,42.6890767,2023-05-04,McKelvie
Zenaida macroura,14,-101.1539039,42.6890767,2023-05-06,McKelvie
Zenaida macroura,2,-101.143578,42.690906,2023-05-06,McKelvie
Zenaida macroura,10,-101.035604,42.78312,2023-05-24,McKelvie
Zenaida macroura,X,-101.1539039,42.6890767,2023-05-06,McKelvie
Zenaida macroura,3,-101.0644984,42.6849371,2023-05-04,McKelvie
Zenaida macroura,8,-101.085522,42.77851,2023-05-23,McKelvie
Zenaida macroura,2,-103.0162239,42.7071641,2023-05-24,Pine Ridge / Oglala
Zenaida macroura,1,-103.0162239,42.7071641,2023-05-16,Pine Ridge / Oglala
Zenaida macroura,18,-102.9797566,42.7258824,2023-05-10,Pine Ridge / Oglala
Zenaida macroura,2,-103.0162239,42.7071641,2023-05-23,Pine Ridge / Oglala
Zenaida macroura,2,-102.998027,42.677801,2023-05-20,Pine Ridge / Oglala
Zenaida macroura,1,-103.3874422,42.5553225,2023-05-15,Pine Ridge / Oglala
Zenaida macroura,1,-102.9250717,42.8147958,2023-05-05,Pine Ridge / Oglala
Zenaida macroura,2,-103.0162239,42.7071641,2023-05-16,Pine Ridge / Oglala
Zenaida macroura,2,-102.9797566,42.7258824,2023-05-28,Pine Ridge / Oglala
Zenaida macroura,3,-103.0162239,42.7071641,2023-05-29,Pine Ridge / Oglala
Zenaida macroura,2,-103.0042076,42.7448691,2023-05-06,Pine Ridge / Oglala
Zenaida macroura,4,-103.50121,42.921431,2023-05-25,Pine Ridge / Oglala
Zenaida macroura,2,-103.0162239,42.7071641,2023-05-13,Pine Ridge / Oglala
Zenaida macroura,14,-102.998027,42.677801,2023-05-22,Pine Ridge / Oglala
Zenaida macroura,10,-103.0042076,42.7448691,2023-05-22,Pine Ridge / Oglala
Zenaida macroura,2,-103.0162239,42.7071641,2023-05-20,Pine Ridge / Oglala
Zenaida macroura,1,-103.0042076,42.7448691,2023-05-24,Pine Ridge / Oglala
Zenaida macroura,7,-102.998027,42.677801,2023-05-22,Pine Ridge / Oglala
Zenaida macroura,1,-103.0162239,42.7071641,2023-05-30,Pine Ridge / Oglala
Zenaida macroura,1,-103.5848093,42.85706,2023-05-28,Pine Ridge / Oglala
Zenaida macroura,X,-103.5848093,42.85706,2023-05-26,Pine Ridge / Oglala
Zenaida macroura,19,-103.6394628,42.9885988,2023-05-20,Pine Ridge / Oglala
Zenaida macroura,X,-103.5716912,42.6984793,2023-05-22,Pine Ridge / Oglala
Zenaida macroura,3,-103.5848093,42.85706,2023-05-01,Pine Ridge / Oglala
Zenaida macroura,7,-100.3527038,41.8962773,2023-05-19,Bessey
Zenaida macroura,2,-100.511384,41.9710414,2023-05-16,Bessey
Zenaida macroura,1,-100.3063086,41.8901786,2023-05-02,Bessey
Zenaida macroura,2,-100.2983522,41.8992266,2023-05-14,Bessey
Zenaida macroura,2,-100.3582693,41.7813587,2023-05-29,Bessey
Zenaida macroura,2,-100.296701,41.901114,2023-05-30,Bessey
Zenaida macroura,2,-100.2983522,41.8992266,2023-05-05,Bessey
Zenaida macroura,1,-100.3040502,41.9009611,2023-05-16,Bessey
Zenaida macroura,X,-103.4046788,42.8300424,2023-06-14,Pine Ridge / Oglala
Zenaida macroura,3,-103.0216191,42.7058023,2023-06-14,Pine Ridge / Oglala
Zenaida macroura,1,-103.0162239,42.7071641,2023-06-01,Pine Ridge / Oglala
Zenaida macroura,1,-103.0042076,42.7448691,2023-06-24,Pine Ridge / Oglala
Zenaida macroura,X,-103.0162239,42.7071641,2023-06-09,Pine Ridge / Oglala
Zenaida macroura,4,-103.221042,42.594137,2023-06-05,Pine Ridge / Oglala
Zenaida macroura,10,-103.0162239,42.7071641,2023-06-13,Pine Ridge / Oglala
Zenaida macroura,8,-103.0042076,42.7448691,2023-06-15,Pine Ridge / Oglala
Zenaida macroura,4,-103.0162239,42.7071641,2023-06-02,Pine Ridge / Oglala
Zenaida macroura,4,-103.0162239,42.7071641,2023-06-03,Pine Ridge / Oglala
Zenaida macroura,2,-103.0162239,42.7071641,2023-06-15,Pine Ridge / Oglala
Zenaida macroura,6,-103.0216191,42.7058023,2023-06-13,Pine Ridge / Oglala
Zenaida macroura,3,-103.4863709,42.9184825,2023-06-18,Pine Ridge / Oglala
Zenaida macroura,6,-103.3099786,42.6264444,2023-06-15,Pine Ridge / Oglala
Zenaida macroura,1,-103.2019615,42.6392627,2023-06-05,Pine Ridge / Oglala
Zenaida macroura,5,-103.0162239,42.7071641,2023-06-01,Pine Ridge / Oglala
Zenaida macroura,18,-102.930012,42.717473,2023-06-21,Pine Ridge / Oglala
Zenaida macroura,6,-102.930012,42.717473,2023-06-20,Pine Ridge / Oglala
Zenaida macroura,2,-103.0162239,42.7071641,2023-06-14,Pine Ridge / Oglala
Zenaida macroura,8,-103.3099786,42.6264444,2023-06-15,Pine Ridge / Oglala
Zenaida macroura,1,-103.5848093,42.85706,2023-06-18,Pine Ridge / Oglala
Zenaida macroura,5,-103.6015345,42.8282226,2023-06-09,Pine Ridge / Oglala
Zenaida macroura,2,-103.874867,42.964533,2023-06-13,Pine Ridge / Oglala
Zenaida macroura,2,-103.5848093,42.85706,2023-06-15,Pine Ridge / Oglala
Zenaida macroura,2,-103.638012,42.987602,2023-06-10,Pine Ridge / Oglala
Zenaida macroura,7,-103.563362,42.841286,2023-06-08,Pine Ridge / Oglala
Zenaida macroura,4,-103.571004,42.980304,2023-06-12,Pine Ridge / Oglala
Zenaida macroura,4,-103.5848093,42.85706,2023-06-15,Pine Ridge / Oglala
Zenaida macroura,3,-103.5848093,42.85706,2023-06-20,Pine Ridge / Oglala
Zenaida macroura,2,-103.618279,42.970989,2023-06-10,Pine Ridge / Oglala
Zenaida macroura,X,-103.5635514,42.9776827,2023-06-14,Pine Ridge / Oglala
Zenaida macroura,6,-100.511384,41.9710414,2023-06-14,Bessey
Zenaida macroura,7,-100.296701,41.901114,2023-06-01,Bessey
Zenaida macroura,1,-100.2983522,41.8992266,2023-06-13,Bessey
Coccyzus americanus,X,-100.27,41.7925,2007-05-17,Bessey
Coccyzus americanus,1,-101.1551517,42.6894623,2011-06-05,McKelvie
Coccyzus americanus,1,-100.511384,41.9710414,2011-08-11,Bessey
Coccyzus americanus,1,-101.1551517,42.6894623,2014-06-18,McKelvie
Coccyzus americanus,1,-100.3807068,41.8572879,2014-07-23,Bessey
Coccyzus americanus,1,-100.3223848,41.9053274,2015-06-16,Bessey
Coccyzus americanus,1,-100.2983522,41.8992266,2015-07-04,Bessey
Coccyzus americanus,X,-100.3807068,41.8572879,2015-07-14,Bessey
Coccyzus americanus,1,-100.3391862,41.8867315,2016-07-01,Bessey
Coccyzus americanus,1,-103.569938,42.697663,2017-06-19,Pine Ridge / Oglala
Coccyzus americanus,5,-100.3807068,41.8572879,2017-06-03,Bessey
Coccyzus americanus,1,-100.2983522,41.8992266,2017-08-20,Bessey
Coccyzus americanus,X,-100.511384,41.9710414,2018-05-31,Bessey
Coccyzus americanus,2,-102.9797566,42.7258824,2018-06-20,Pine Ridge / Oglala
Coccyzus americanus,1,-103.0042076,42.7448691,2018-06-20,Pine Ridge / Oglala
Coccyzus americanus,1,-103.0042076,42.7448691,2018-06-21,Pine Ridge / Oglala
Coccyzus americanus,1,-103.2616997,42.6414094,2018-06-25,Pine Ridge / Oglala
Coccyzus americanus,1,-100.2983522,41.8992266,2018-06-12,Bessey
Coccyzus americanus,1,-100.299281,41.900488,2018-06-26,Bessey
Coccyzus americanus,1,-103.3163953,42.6317644,2019-06-12,Pine Ridge / Oglala
Coccyzus americanus,1,-103.2616997,42.6414094,2019-06-16,Pine Ridge / Oglala
Coccyzus americanus,1,-100.3807068,41.8572879,2019-06-16,Bessey
Coccyzus americanus,1,-100.4092388,41.8964175,2019-08-10,Bessey
Coccyzus americanus,1,-103.0042076,42.7448691,2020-06-22,Pine Ridge / Oglala
Coccyzus americanus,2,-103.3163953,42.6317644,2020-06-20,Pine Ridge / Oglala
Coccyzus americanus,1,-100.303365,41.902625,2020-08-28,Bessey
Coccyzus americanus,1,-103.2616997,42.6414094,2021-06-16,Pine Ridge / Oglala
Coccyzus americanus,1,-103.0162239,42.7071641,2021-06-09,Pine Ridge / Oglala
Coccyzus americanus,1,-103.2019615,42.6392627,2021-06-26,Pine Ridge / Oglala
Coccyzus americanus,1,-103.0042076,42.7448691,2022-05-19,Pine Ridge / Oglala
Coccyzus americanus,1,-101.155456,42.689493,2022-06-07,McKelvie
Coccyzus americanus,1,-103.5716912,42.6984793,2022-06-12,Pine Ridge / Oglala
Coccyzus americanus,1,-100.3807068,41.8572879,2022-06-06,Bessey
Coccyzus americanus,2,-100.2983522,41.8992266,2022-07-08,Bessey
Coccyzus americanus,1,-102.998027,42.677801,2023-05-22,Pine Ridge / Oglala
Coccyzus americanus,1,-100.3582693,41.7813587,2023-05-29,Bessey
Coccyzus americanus,1,-100.2983522,41.8992266,2023-05-31,Bessey
Coccyzus americanus,1,-100.296701,41.901114,2023-05-30,Bessey
Coccyzus americanus,1,-100.2986829,41.9006917,2023-06-21,Bessey
Coccyzus erythropthalmus,2,-100.299332,41.899693,2014-07-21,Bessey
Coccyzus erythropthalmus,1,-100.299454,41.899803,2014-07-23,Bessey
Coccyzus erythropthalmus,1,-100.2983522,41.8992266,2022-06-06,Bessey
Chordeiles minor,X,-103.0162239,42.7071641,1975-06-24,Pine Ridge / Oglala
Chordeiles minor,X,-103.0162239,42.7071641,1985-06-08,Pine Ridge / Oglala
Chordeiles minor,2,-103.0162239,42.7071641,1986-06-12,Pine Ridge / Oglala
Chordeiles minor,6,-103.0162239,42.7071641,1986-06-16,Pine Ridge / Oglala
Chordeiles minor,1,-100.3807068,41.8572879,1986-06-11,Bessey
Chordeiles minor,X,-103.0162239,42.7071641,1987-08-16,Pine Ridge / Oglala
Chordeiles minor,X,-100.3807068,41.8572879,1990-09-08,Bessey
Chordeiles minor,X,-103.6004734,42.8286168,1991-07-30,Pine Ridge / Oglala
Chordeiles minor,X,-103.0162239,42.7071641,1994-07-16,Pine Ridge / Oglala
Chordeiles minor,X,-100.3807068,41.8572879,1994-09-10,Bessey
Chordeiles minor,2,-103.0162239,42.7071641,1995-06-15,Pine Ridge / Oglala
Chordeiles minor,1,-100.3807068,41.8572879,1999-08-27,Bessey
Chordeiles minor,X,-103.0162239,42.7071641,2003-06-18,Pine Ridge / Oglala
Chordeiles minor,3,-103.0162239,42.7071641,2003-06-27,Pine Ridge / Oglala
Chordeiles minor,50,-103.3163953,42.6317644,2003-07-02,Pine Ridge / Oglala
Chordeiles minor,4,-103.1892869,42.6222235,2006-06-14,Pine Ridge / Oglala
Chordeiles minor,1,-103.5191166,42.9537213,2008-06-13,Pine Ridge / Oglala
Chordeiles minor,2,-101.1636543,42.6878614,2009-07-25,McKelvie
Chordeiles minor,6,-103.0162239,42.7071641,2010-08-20,Pine Ridge / Oglala
Chordeiles minor,2,-103.0162239,42.7071641,2010-10-04,Pine Ridge / Oglala
Chordeiles minor,3,-101.1551517,42.6894623,2011-06-05,McKelvie
Chordeiles minor,3,-103.5406494,42.841234,2011-07-08,Pine Ridge / Oglala
Chordeiles minor,1,-100.511384,41.9710414,2011-08-10,Bessey
Chordeiles minor,1,-100.511384,41.9710414,2011-08-11,Bessey
Chordeiles minor,11,-100.9498903,42.6978972,2012-07-18,McKelvie
Chordeiles minor,7,-100.9498903,42.6978972,2012-07-18,McKelvie
Chordeiles minor,2,-102.998027,42.677801,2012-07-30,Pine Ridge / Oglala
Chordeiles minor,5,-103.0162239,42.7071641,2012-07-18,Pine Ridge / Oglala
Chordeiles minor,4,-103.3163953,42.6317644,2012-09-01,Pine Ridge / Oglala
Chordeiles minor,5,-103.5539961,42.8657421,2013-06-02,Pine Ridge / Oglala
Chordeiles minor,X,-103.0162239,42.7071641,2013-07-29,Pine Ridge / Oglala
Chordeiles minor,2,-101.1703491,42.7712111,2013-08-25,McKelvie
Chordeiles minor,1,-103.5848093,42.85706,2013-08-04,Pine Ridge / Oglala
Chordeiles minor,2,-101.1551517,42.6894623,2014-06-19,McKelvie
Chordeiles minor,1,-103.6,42.8,2014-06-01,Pine Ridge / Oglala
Chordeiles minor,2,-103.0162239,42.7071641,2014-08-02,Pine Ridge / Oglala
Chordeiles minor,2,-103.0010737,42.7170068,2014-08-02,Pine Ridge / Oglala
Chordeiles minor,2,-100.511384,41.9710414,2014-08-07,Bessey
Chordeiles minor,X,-100.9651279,42.6647975,2015-05-28,McKelvie
Chordeiles minor,1,-100.9000824,42.6455271,2015-06-13,McKelvie
Chordeiles minor,2,-100.9791183,42.6738149,2015-06-19,McKelvie
Chordeiles minor,4,-100.9054473,42.6448535,2015-06-08,McKelvie
Chordeiles minor,1,-103.0162239,42.7071641,2015-06-09,Pine Ridge / Oglala
Chordeiles minor,1,-100.9000824,42.6455271,2015-07-09,McKelvie
Chordeiles minor,3,-103.0162239,42.7071641,2015-08-23,Pine Ridge / Oglala
Chordeiles minor,16,-103.011998,42.706469,2015-08-25,Pine Ridge / Oglala
Chordeiles minor,16,-103.014358,42.71574,2015-08-25,Pine Ridge / Oglala
Chordeiles minor,1,-103.023251,42.709039,2015-08-25,Pine Ridge / Oglala
Chordeiles minor,1,-103.023251,42.709039,2015-08-27,Pine Ridge / Oglala
Chordeiles minor,1,-102.9250717,42.8147958,2015-08-24,Pine Ridge / Oglala
Chordeiles minor,1,-103.0162239,42.7071641,2015-08-29,Pine Ridge / Oglala
Chordeiles minor,20,-103.014358,42.71574,2015-08-26,Pine Ridge / Oglala
Chordeiles minor,40,-103.014358,42.71574,2015-09-04,Pine Ridge / Oglala
Chordeiles minor,1,-103.2019615,42.6392627,2015-09-05,Pine Ridge / Oglala
Chordeiles minor,1,-103.0162239,42.7071641,2015-09-21,Pine Ridge / Oglala
Chordeiles minor,40,-103.010893,42.711557,2015-09-05,Pine Ridge / Oglala
Chordeiles minor,5,-103.010893,42.711557,2015-09-06,Pine Ridge / Oglala
Chordeiles minor,30,-103.010893,42.711557,2015-09-04,Pine Ridge / Oglala
Chordeiles minor,80,-103.0162239,42.7071641,2015-09-05,Pine Ridge / Oglala
Chordeiles minor,1,-100.2983522,41.8992266,2016-05-26,Bessey
Chordeiles minor,1,-101.0355949,42.6756206,2016-06-14,McKelvie
Chordeiles minor,1,-103.004479,42.696541,2016-07-09,Pine Ridge / Oglala
Chordeiles minor,X,-103.0037391,42.6958013,2016-07-09,Pine Ridge / Oglala
Chordeiles minor,3,-103.0162239,42.7071641,2016-08-27,Pine Ridge / Oglala
Chordeiles minor,8,-103.014358,42.71574,2016-08-28,Pine Ridge / Oglala
Chordeiles minor,30,-103.592259,42.987387,2016-08-24,Pine Ridge / Oglala
Chordeiles minor,2,-103.0162239,42.7071641,2016-09-06,Pine Ridge / Oglala
Chordeiles minor,35,-103.0162239,42.7071641,2016-09-05,Pine Ridge / Oglala
Chordeiles minor,1,-103.026198,42.71141,2016-09-02,Pine Ridge / Oglala
Chordeiles minor,300,-103.2616997,42.6414094,2016-09-04,Pine Ridge / Oglala
Chordeiles minor,1,-101.0644984,42.6849371,2017-05-24,McKelvie
Chordeiles minor,2,-103.0162239,42.7071641,2017-05-30,Pine Ridge / Oglala
Chordeiles minor,1,-100.3807068,41.8572879,2017-05-29,Bessey
Chordeiles minor,5,-101.1533332,42.688934,2017-06-03,McKelvie
Chordeiles minor,1,-101.1537838,42.6894544,2017-06-01,McKelvie
Chordeiles minor,1,-103.0162239,42.7071641,2017-06-19,Pine Ridge / Oglala
Chordeiles minor,1,-103.569938,42.697663,2017-06-18,Pine Ridge / Oglala
Chordeiles minor,1,-103.5716912,42.6984793,2017-06-17,Pine Ridge / Oglala
Chordeiles minor,7,-100.3807068,41.8572879,2017-06-03,Bessey
Chordeiles minor,10,-103.6276851,43.000413,2017-07-15,Pine Ridge / Oglala
Chordeiles minor,2,-103.147415,42.673194,2017-08-17,Pine Ridge / Oglala
Chordeiles minor,1,-103.0162239,42.7071641,2017-08-19,Pine Ridge / Oglala
Chordeiles minor,1,-103.0162239,42.7071641,2017-08-28,Pine Ridge / Oglala
Chordeiles minor,10,-103.0162239,42.7071641,2017-08-02,Pine Ridge / Oglala
Chordeiles minor,13,-103.0162239,42.7071641,2017-08-29,Pine Ridge / Oglala
Chordeiles minor,6,-100.2983522,41.8992266,2017-08-20,Bessey
Chordeiles minor,2,-103.0162239,42.7071641,2017-09-03,Pine Ridge / Oglala
Chordeiles minor,X,-100.511384,41.9710414,2018-05-31,Bessey
Chordeiles minor,1,-103.0162239,42.7071641,2018-06-21,Pine Ridge / Oglala
Chordeiles minor,2,-103.2616997,42.6414094,2018-06-25,Pine Ridge / Oglala
Chordeiles minor,1,-102.986216,42.681469,2018-06-20,Pine Ridge / Oglala
Chordeiles minor,1,-103.018313,42.702169,2018-06-15,Pine Ridge / Oglala
Chordeiles minor,1,-103.5716912,42.6984793,2018-06-22,Pine Ridge / Oglala
Chordeiles minor,1,-103.0162239,42.7071641,2018-07-08,Pine Ridge / Oglala
Chordeiles minor,2,-103.0162239,42.7071641,2018-07-07,Pine Ridge / Oglala
Chordeiles minor,2,-103.414719,42.864881,2018-08-11,Pine Ridge / Oglala
Chordeiles minor,1,-103.0162239,42.7071641,2018-08-31,Pine Ridge / Oglala
Chordeiles minor,1,-103.519639,42.965712,2018-08-11,Pine Ridge / Oglala
Chordeiles minor,1,-103.0162239,42.7071641,2018-09-01,Pine Ridge / Oglala
Chordeiles minor,1,-103.0042076,42.7448691,2018-09-10,Pine Ridge / Oglala
Chordeiles minor,4,-103.0162239,42.7071641,2018-09-04,Pine Ridge / Oglala
Chordeiles minor,4,-103.0162239,42.7071641,2018-09-07,Pine Ridge / Oglala
Chordeiles minor,1,-103.0162239,42.7071641,2018-09-06,Pine Ridge / Oglala
Chordeiles minor,5,-103.0162239,42.7071641,2018-09-17,Pine Ridge / Oglala
Chordeiles minor,2,-103.2019615,42.6392627,2018-09-03,Pine Ridge / Oglala
