species,individualCount,decimalLongitude,decimalLatitude,eventDate,district
Sitta canadensis,2,-103.0162239,42.7071641,2020-09-29,Pine Ridge / Oglala
Sitta canadensis,2,-103.0162239,42.7071641,2020-09-01,Pine Ridge / Oglala
Sitta canadensis,2,-103.0162239,42.7071641,2020-09-15,Pine Ridge / Oglala
Sitta canadensis,3,-103.0162239,42.7071641,2020-09-18,Pine Ridge / Oglala
Sitta canadensis,2,-103.0162239,42.7071641,2020-09-07,Pine Ridge / Oglala
Sitta canadensis,3,-103.0162239,42.7071641,2020-09-17,Pine Ridge / Oglala
Sitta canadensis,4,-103.0162239,42.7071641,2020-09-19,Pine Ridge / Oglala
Sitta canadensis,3,-103.0162239,42.7071641,2020-09-05,Pine Ridge / Oglala
Sitta canadensis,3,-103.0162239,42.7071641,2020-09-25,Pine Ridge / Oglala
Sitta canadensis,1,-103.0042076,42.7448691,2020-09-10,Pine Ridge / Oglala
Sitta canadensis,3,-103.0162239,42.7071641,2020-09-24,Pine Ridge / Oglala
Sitta canadensis,3,-103.0162239,42.7071641,2020-09-02,Pine Ridge / Oglala
Sitta canadensis,2,-103.0162239,42.7071641,2020-09-11,Pine Ridge / Oglala
Sitta canadensis,1,-103.2019615,42.6392627,2020-09-13,Pine Ridge / Oglala
Sitta canadensis,4,-103.0162239,42.7071641,2020-09-22,Pine Ridge / Oglala
Sitta canadensis,3,-103.0162239,42.7071641,2020-09-04,Pine Ridge / Oglala
Sitta canadensis,2,-103.0162239,42.7071641,2020-09-16,Pine Ridge / Oglala
Sitta canadensis,3,-103.0162239,42.7071641,2020-09-12,Pine Ridge / Oglala
Sitta canadensis,3,-103.0162239,42.7071641,2020-09-23,Pine Ridge / Oglala
Sitta canadensis,1,-100.298041,41.901394,2020-09-15,Bessey
Sitta canadensis,3,-100.298041,41.901394,2020-09-16,Bessey
Sitta canadensis,1,-100.2983522,41.8992266,2020-09-19,Bessey
Sitta canadensis,4,-100.301938,41.895855,2020-09-15,Bessey
Sitta canadensis,1,-100.339386,41.885956,2020-09-19,Bessey
Sitta canadensis,3,-103.0162239,42.7071641,2020-10-03,Pine Ridge / Oglala
Sitta canadensis,2,-102.932498,42.716568,2020-10-01,Pine Ridge / Oglala
Sitta canadensis,3,-102.9240809,42.7199282,2020-10-01,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2020-10-02,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2020-10-01,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2020-10-03,Pine Ridge / Oglala
Sitta canadensis,7,-103.0162239,42.7071641,2020-10-09,Pine Ridge / Oglala
Sitta canadensis,3,-103.0162239,42.7071641,2020-10-07,Pine Ridge / Oglala
Sitta canadensis,1,-100.511384,41.9710414,2020-10-18,Bessey
Sitta canadensis,6,-102.998027,42.677801,2020-11-26,Pine Ridge / Oglala
Sitta canadensis,2,-103.0090282,42.7078463,2020-11-28,Pine Ridge / Oglala
Sitta canadensis,3,-103.5716912,42.6984793,2020-11-28,Pine Ridge / Oglala
Sitta canadensis,5,-100.9498903,42.6978972,2020-12-27,McKelvie
Sitta canadensis,39,-103.3163953,42.6317644,2020-12-30,Pine Ridge / Oglala
Sitta canadensis,14,-100.3807068,41.8572879,2020-12-28,Bessey
Sitta canadensis,22,-102.998027,42.677801,2021-01-29,Pine Ridge / Oglala
Sitta canadensis,7,-103.3163953,42.6317644,2021-01-29,Pine Ridge / Oglala
Sitta canadensis,3,-103.0162239,42.7071641,2021-01-29,Pine Ridge / Oglala
Sitta canadensis,4,-103.5716912,42.6984793,2021-01-16,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2021-02-18,Pine Ridge / Oglala
Sitta canadensis,9,-103.2616997,42.6414094,2021-03-03,Pine Ridge / Oglala
Sitta canadensis,1,-103.0042076,42.7448691,2021-03-07,Pine Ridge / Oglala
Sitta canadensis,1,-100.2983522,41.8992266,2021-03-20,Bessey
Sitta canadensis,1,-103.00341,42.703422,2021-04-04,Pine Ridge / Oglala
Sitta canadensis,1,-103.5716912,42.6984793,2021-04-28,Pine Ridge / Oglala
Sitta canadensis,3,-100.2983522,41.8992266,2021-04-05,Bessey
Sitta canadensis,1,-102.998027,42.677801,2021-05-16,Pine Ridge / Oglala
Sitta canadensis,1,-103.0042076,42.7448691,2021-05-15,Pine Ridge / Oglala
Sitta canadensis,2,-103.0162239,42.7071641,2021-05-11,Pine Ridge / Oglala
Sitta canadensis,1,-103.002888,42.704187,2021-05-10,Pine Ridge / Oglala
Sitta canadensis,2,-102.998027,42.677801,2021-05-25,Pine Ridge / Oglala
Sitta canadensis,2,-102.930119,42.719343,2021-05-25,Pine Ridge / Oglala
Sitta canadensis,5,-102.998027,42.677801,2021-05-11,Pine Ridge / Oglala
Sitta canadensis,6,-103.2616997,42.6414094,2021-05-27,Pine Ridge / Oglala
Sitta canadensis,3,-100.413749,41.881847,2021-05-19,Bessey
Sitta canadensis,3,-100.413749,41.881847,2021-05-18,Bessey
Sitta canadensis,4,-100.413749,41.881847,2021-05-19,Bessey
Sitta canadensis,1,-100.2983522,41.8992266,2021-05-14,Bessey
Sitta canadensis,2,-100.299456,41.901028,2021-05-31,Bessey
Sitta canadensis,1,-101.120953,42.774363,2021-06-03,McKelvie
Sitta canadensis,3,-101.133042,42.701631,2021-06-03,McKelvie
Sitta canadensis,4,-101.155456,42.689493,2021-06-02,McKelvie
Sitta canadensis,2,-103.0162239,42.7071641,2021-06-19,Pine Ridge / Oglala
Sitta canadensis,2,-103.0162239,42.7071641,2021-06-09,Pine Ridge / Oglala
Sitta canadensis,6,-103.0162239,42.7071641,2021-06-25,Pine Ridge / Oglala
Sitta canadensis,2,-103.0045379,42.6964244,2021-06-02,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2021-06-16,Pine Ridge / Oglala
Sitta canadensis,3,-103.010168,42.7084229,2021-06-21,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2021-06-29,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2021-06-17,Pine Ridge / Oglala
Sitta canadensis,1,-103.3163953,42.6317644,2021-06-20,Pine Ridge / Oglala
Sitta canadensis,1,-103.0045379,42.6964244,2021-06-02,Pine Ridge / Oglala
Sitta canadensis,1,-103.0042076,42.7448691,2021-06-24,Pine Ridge / Oglala
Sitta canadensis,2,-103.0162239,42.7071641,2021-06-16,Pine Ridge / Oglala
Sitta canadensis,11,-103.0162239,42.7071641,2021-06-24,Pine Ridge / Oglala
Sitta canadensis,2,-103.571806,42.6984,2021-06-04,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2021-07-04,Pine Ridge / Oglala
Sitta canadensis,2,-103.2950279,42.6055099,2021-07-04,Pine Ridge / Oglala
Sitta canadensis,1,-103.2616997,42.6414094,2021-07-04,Pine Ridge / Oglala
Sitta canadensis,2,-101.0304101,42.7765107,2021-08-31,McKelvie
Sitta canadensis,2,-100.296701,41.901114,2021-08-16,Bessey
Sitta canadensis,1,-100.3260282,41.8622186,2021-08-31,Bessey
Sitta canadensis,6,-103.2950279,42.6055099,2021-09-05,Pine Ridge / Oglala
Sitta canadensis,X,-103.0162239,42.7071641,2021-09-25,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2021-09-12,Pine Ridge / Oglala
Sitta canadensis,2,-103.0232606,42.7090195,2021-09-15,Pine Ridge / Oglala
Sitta canadensis,1,-103.0232606,42.7090195,2021-09-24,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2021-09-18,Pine Ridge / Oglala
Sitta canadensis,X,-103.0162239,42.7071641,2021-09-26,Pine Ridge / Oglala
Sitta canadensis,2,-103.0232606,42.7090195,2021-09-23,Pine Ridge / Oglala
Sitta canadensis,1,-103.0042076,42.7448691,2021-09-02,Pine Ridge / Oglala
Sitta canadensis,5,-103.0162239,42.7071641,2021-09-02,Pine Ridge / Oglala
Sitta canadensis,2,-100.2983522,41.8992266,2021-09-06,Bessey
Sitta canadensis,2,-100.3668672,41.8691885,2021-09-03,Bessey
Sitta canadensis,3,-100.3260282,41.8622186,2021-09-01,Bessey
Sitta canadensis,1,-100.3398563,41.8868753,2021-09-03,Bessey
Sitta canadensis,3,-100.3447146,41.9061289,2021-09-03,Bessey
Sitta canadensis,7,-100.3807068,41.8572879,2021-09-05,Bessey
Sitta canadensis,1,-100.26448,41.796576,2021-10-11,Bessey
Sitta canadensis,3,-100.3807068,41.8572879,2021-10-25,Bessey
Sitta canadensis,40,-100.3807068,41.8572879,2021-10-11,Bessey
Sitta canadensis,1,-100.9498903,42.6978972,2021-11-12,McKelvie
Sitta canadensis,2,-103.269927,42.666241,2021-11-15,Pine Ridge / Oglala
Sitta canadensis,2,-100.298061,41.901441,2021-11-03,Bessey
Sitta canadensis,3,-103.003776,42.696022,2022-01-10,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2022-01-08,Pine Ridge / Oglala
Sitta canadensis,1,-102.930012,42.717473,2022-02-06,Pine Ridge / Oglala
Sitta canadensis,5,-103.0011164,42.6981803,2022-02-07,Pine Ridge / Oglala
Sitta canadensis,2,-103.0011164,42.6981803,2022-02-06,Pine Ridge / Oglala
Sitta canadensis,7,-103.3163953,42.6317644,2022-02-07,Pine Ridge / Oglala
Sitta canadensis,2,-102.930012,42.717473,2022-04-14,Pine Ridge / Oglala
Sitta canadensis,1,-103.0128013,42.7167744,2022-04-28,Pine Ridge / Oglala
Sitta canadensis,1,-102.9797566,42.7258824,2022-04-15,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2022-04-16,Pine Ridge / Oglala
Sitta canadensis,10,-100.3807068,41.8572879,2022-04-02,Bessey
Sitta canadensis,8,-100.3807068,41.8572879,2022-04-02,Bessey
Sitta canadensis,2,-103.0162239,42.7071641,2022-05-26,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2022-05-18,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2022-05-20,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2022-05-14,Pine Ridge / Oglala
Sitta canadensis,1,-103.0007079,42.6987264,2022-05-13,Pine Ridge / Oglala
Sitta canadensis,3,-103.0162239,42.7071641,2022-05-26,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2022-05-24,Pine Ridge / Oglala
Sitta canadensis,2,-103.0007079,42.6987264,2022-05-12,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2022-05-23,Pine Ridge / Oglala
Sitta canadensis,1,-103.0042076,42.7448691,2022-05-24,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2022-05-25,Pine Ridge / Oglala
Sitta canadensis,1,-102.998027,42.677801,2022-05-24,Pine Ridge / Oglala
Sitta canadensis,3,-102.9423392,42.7156916,2022-05-18,Pine Ridge / Oglala
Sitta canadensis,1,-103.0007079,42.6987264,2022-05-15,Pine Ridge / Oglala
Sitta canadensis,2,-101.155456,42.689493,2022-06-07,McKelvie
Sitta canadensis,1,-101.083149,42.775895,2022-06-15,McKelvie
Sitta canadensis,6,-101.155456,42.689493,2022-06-07,McKelvie
Sitta canadensis,6,-101.133042,42.701631,2022-06-08,McKelvie
Sitta canadensis,1,-103.0042076,42.7448691,2022-06-15,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2022-06-08,Pine Ridge / Oglala
Sitta canadensis,3,-103.3163953,42.6317644,2022-06-13,Pine Ridge / Oglala
Sitta canadensis,1,-103.3163953,42.6317644,2022-06-22,Pine Ridge / Oglala
Sitta canadensis,1,-102.930012,42.717473,2022-06-24,Pine Ridge / Oglala
Sitta canadensis,2,-103.2616997,42.6414094,2022-06-27,Pine Ridge / Oglala
Sitta canadensis,3,-103.2616997,42.6414094,2022-06-22,Pine Ridge / Oglala
Sitta canadensis,1,-103.2019615,42.6392627,2022-06-29,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2022-06-01,Pine Ridge / Oglala
Sitta canadensis,2,-100.3392434,41.8866946,2022-06-12,Bessey
Sitta canadensis,2,-100.3402293,41.8871173,2022-06-12,Bessey
Sitta canadensis,1,-100.3392238,41.8866989,2022-06-12,Bessey
Sitta canadensis,2,-100.3391983,41.8866199,2022-06-12,Bessey
Sitta canadensis,10,-100.3807068,41.8572879,2022-06-06,Bessey
Sitta canadensis,1,-101.1099132,42.7521737,2022-07-25,McKelvie
Sitta canadensis,2,-101.1539039,42.6890767,2022-08-12,McKelvie
Sitta canadensis,1,-101.1539039,42.6890767,2022-08-14,McKelvie
Sitta canadensis,3,-103.023827,42.7090038,2022-08-27,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2022-08-15,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2022-08-11,Pine Ridge / Oglala
Sitta canadensis,3,-100.3056451,41.9020192,2022-08-08,Bessey
Sitta canadensis,2,-100.3397034,41.8869043,2022-08-19,Bessey
Sitta canadensis,2,-101.1539039,42.6890767,2022-09-11,McKelvie
Sitta canadensis,1,-103.023827,42.7090038,2022-09-06,Pine Ridge / Oglala
Sitta canadensis,3,-103.023827,42.7090038,2022-09-13,Pine Ridge / Oglala
Sitta canadensis,2,-103.023827,42.7090038,2022-09-02,Pine Ridge / Oglala
Sitta canadensis,2,-103.0162239,42.7071641,2022-09-07,Pine Ridge / Oglala
Sitta canadensis,2,-103.023827,42.7090038,2022-09-14,Pine Ridge / Oglala
Sitta canadensis,2,-103.023827,42.7090038,2022-09-20,Pine Ridge / Oglala
Sitta canadensis,X,-103.023827,42.7090038,2022-09-23,Pine Ridge / Oglala
Sitta canadensis,2,-103.0162239,42.7071641,2022-09-21,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2022-09-26,Pine Ridge / Oglala
Sitta canadensis,2,-103.023827,42.7090038,2022-09-24,Pine Ridge / Oglala
Sitta canadensis,2,-103.023827,42.7090038,2022-09-10,Pine Ridge / Oglala
Sitta canadensis,2,-103.023827,42.7090038,2022-09-08,Pine Ridge / Oglala
Sitta canadensis,1,-103.023827,42.7090038,2022-09-15,Pine Ridge / Oglala
Sitta canadensis,1,-103.023827,42.7090038,2022-09-25,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2022-09-12,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2022-10-07,Pine Ridge / Oglala
Sitta canadensis,1,-103.1457457,42.6518763,2022-10-08,Pine Ridge / Oglala
Sitta canadensis,1,-103.0042076,42.7448691,2022-10-13,Pine Ridge / Oglala
Sitta canadensis,2,-103.2616997,42.6414094,2022-10-10,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2022-10-13,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2022-10-14,Pine Ridge / Oglala
Sitta canadensis,2,-103.0162239,42.7071641,2022-10-03,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2022-10-10,Pine Ridge / Oglala
Sitta canadensis,2,-100.2983522,41.8992266,2022-10-18,Bessey
Sitta canadensis,17,-100.3807068,41.8572879,2022-11-21,Bessey
Sitta canadensis,2,-100.3807068,41.8572879,2023-03-21,Bessey
Sitta canadensis,2,-101.035604,42.78312,2023-05-24,McKelvie
Sitta canadensis,1,-103.0162239,42.7071641,2023-05-23,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2023-05-24,Pine Ridge / Oglala
Sitta canadensis,2,-103.0162239,42.7071641,2023-05-24,Pine Ridge / Oglala
Sitta canadensis,1,-102.998027,42.677801,2023-05-22,Pine Ridge / Oglala
Sitta canadensis,1,-103.0162239,42.7071641,2023-05-20,Pine Ridge / Oglala
Sitta canadensis,2,-103.5716912,42.6984793,2023-05-22,Pine Ridge / Oglala
Sitta canadensis,1,-100.3276423,41.8660655,2023-05-19,Bessey
Sitta canadensis,1,-100.398306,41.8898363,2023-05-22,Bessey
Sitta canadensis,1,-100.331703,41.894411,2023-05-13,Bessey
Sitta canadensis,1,-100.296701,41.901114,2023-05-30,Bessey
Sitta canadensis,2,-102.930012,42.717473,2023-06-20,Pine Ridge / Oglala
Sitta canadensis,4,-102.930012,42.717473,2023-06-21,Pine Ridge / Oglala
Sitta carolinensis,X,-103.0162239,42.7071641,1975-06-24,Pine Ridge / Oglala
Sitta carolinensis,X,-103.0162239,42.7071641,1984-06-14,Pine Ridge / Oglala
Sitta carolinensis,X,-103.0162239,42.7071641,1989-08-15,Pine Ridge / Oglala
Sitta carolinensis,1,-103.0162239,42.7071641,1991-07-27,Pine Ridge / Oglala
Sitta carolinensis,X,-103.0162239,42.7071641,1994-05-13,Pine Ridge / Oglala
Sitta carolinensis,X,-100.3807068,41.8572879,1994-09-10,Bessey
Sitta carolinensis,X,-100.3807068,41.8572879,1995-10-07,Bessey
Sitta carolinensis,X,-103.0035162,42.6974864,1998-09-04,Pine Ridge / Oglala
Sitta carolinensis,1,-100.511384,41.9710414,2000-04-01,Bessey
Sitta carolinensis,X,-100.3223848,41.9053274,2002-09-30,Bessey
Sitta carolinensis,X,-100.3223848,41.9053274,2002-10-02,Bessey
Sitta carolinensis,X,-100.3223848,41.9053274,2002-10-01,Bessey
Sitta carolinensis,X,-103.0162239,42.7071641,2003-06-18,Pine Ridge / Oglala
Sitta carolinensis,X,-103.3163953,42.6317644,2004-05-12,Pine Ridge / Oglala
Sitta carolinensis,X,-100.3223848,41.9053274,2004-11-03,Bessey
Sitta carolinensis,X,-100.3223848,41.9053274,2004-11-04,Bessey
Sitta carolinensis,1,-100.4661942,41.8674516,2005-04-01,Bessey
Sitta carolinensis,X,-103.0162239,42.7071641,2006-03-09,Pine Ridge / Oglala
Sitta carolinensis,X,-103.0162239,42.7071641,2006-07-02,Pine Ridge / Oglala
Sitta carolinensis,X,-100.3223848,41.9053274,2006-09-24,Bessey
Sitta carolinensis,X,-100.3223848,41.9053274,2006-09-23,Bessey
Sitta carolinensis,X,-100.3807068,41.8572879,2007-09-01,Bessey
Sitta carolinensis,4,-103.3163953,42.6317644,2009-04-27,Pine Ridge / Oglala
Sitta carolinensis,5,-103.2019615,42.6392627,2009-04-29,Pine Ridge / Oglala
Sitta carolinensis,X,-100.3807068,41.8572879,2009-09-25,Bessey
Sitta carolinensis,X,-103.0162239,42.7071641,2010-05-15,Pine Ridge / Oglala
Sitta carolinensis,X,-103.0162239,42.7071641,2010-06-10,Pine Ridge / Oglala
Sitta carolinensis,2,-103.0162239,42.7071641,2010-08-31,Pine Ridge / Oglala
Sitta carolinensis,2,-103.0162239,42.7071641,2010-08-30,Pine Ridge / Oglala
Sitta carolinensis,3,-103.0162239,42.7071641,2010-08-26,Pine Ridge / Oglala
Sitta carolinensis,3,-103.0162239,42.7071641,2010-09-25,Pine Ridge / Oglala
Sitta carolinensis,2,-103.0162239,42.7071641,2010-09-21,Pine Ridge / Oglala
Sitta carolinensis,2,-103.0162239,42.7071641,2010-09-10,Pine Ridge / Oglala
Sitta carolinensis,3,-103.0162239,42.7071641,2010-09-19,Pine Ridge / Oglala
Sitta carolinensis,1,-103.0162239,42.7071641,2010-09-01,Pine Ridge / Oglala
Sitta carolinensis,2,-103.0162239,42.7071641,2010-09-03,Pine Ridge / Oglala
Sitta carolinensis,4,-103.0162239,42.7071641,2010-09-14,Pine Ridge / Oglala
Sitta carolinensis,2,-103.0162239,42.7071641,2010-09-15,Pine Ridge / Oglala
Sitta carolinensis,2,-103.0162239,42.7071641,2010-09-07,Pine Ridge / Oglala
Sitta carolinensis,2,-103.0042076,42.7448691,2010-09-26,Pine Ridge / Oglala
Sitta carolinensis,2,-103.0162239,42.7071641,2010-09-30,Pine Ridge / Oglala
Sitta carolinensis,1,-103.0162239,42.7071641,2010-09-09,Pine Ridge / Oglala
Sitta carolinensis,1,-103.0162239,42.7071641,2010-09-23,Pine Ridge / Oglala
Sitta carolinensis,X,-103.0162239,42.7071641,2010-09-20,Pine Ridge / Oglala
Sitta carolinensis,2,-103.0162239,42.7071641,2010-09-11,Pine Ridge / Oglala
Sitta carolinensis,1,-103.0162239,42.7071641,2010-09-24,Pine Ridge / Oglala
Sitta carolinensis,1,-103.0162239,42.7071641,2010-09-27,Pine Ridge / Oglala
Sitta carolinensis,15,-103.0162239,42.7071641,2010-09-26,Pine Ridge / Oglala
Sitta carolinensis,1,-100.3807068,41.8572879,2011-03-30,Bessey
Sitta carolinensis,1,-100.3807068,41.8572879,2011-03-23,Bessey
Sitta carolinensis,1,-103.0042076,42.7448691,2011-04-19,Pine Ridge / Oglala
Sitta carolinensis,2,-100.3807068,41.8572879,2011-04-11,Bessey
Sitta carolinensis,1,-103.0162239,42.7071641,2011-05-14,Pine Ridge / Oglala
Sitta carolinensis,1,-103.0162239,42.7071641,2011-05-15,Pine Ridge / Oglala
Sitta carolinensis,1,-103.0162239,42.7071641,2011-05-13,Pine Ridge / Oglala
Sitta carolinensis,2,-101.1551517,42.6894623,2011-06-05,McKelvie
Sitta carolinensis,2,-103.5406494,42.841234,2011-07-08,Pine Ridge / Oglala
Sitta carolinensis,1,-100.2983522,41.8992266,2012-05-19,Bessey
Sitta carolinensis,1,-100.9498903,42.6978972,2012-07-18,McKelvie
Sitta carolinensis,3,-103.0162239,42.7071641,2012-07-19,Pine Ridge / Oglala
Sitta carolinensis,1,-102.9958386,42.7472211,2012-07-19,Pine Ridge / Oglala
Sitta carolinensis,2,-103.0162239,42.7071641,2012-07-18,Pine Ridge / Oglala
Sitta carolinensis,1,-102.998027,42.677801,2012-07-30,Pine Ridge / Oglala
Sitta carolinensis,X,-103.0162239,42.7071641,2012-10-16,Pine Ridge / Oglala
Sitta carolinensis,1,-103.0162239,42.7071641,2012-12-23,Pine Ridge / Oglala
Sitta carolinensis,2,-100.3807068,41.8572879,2012-12-12,Bessey
Sitta carolinensis,X,-103.0162239,42.7071641,2013-07-29,Pine Ridge / Oglala
Sitta carolinensis,1,-103.0162239,42.7071641,2013-08-31,Pine Ridge / Oglala
Sitta carolinensis,1,-101.1703491,42.7712111,2013-09-13,McKelvie
Sitta carolinensis,X,-103.0162239,42.7071641,2013-09-19,Pine Ridge / Oglala
Sitta carolinensis,X,-103.0162239,42.7071641,2013-09-10,Pine Ridge / Oglala
Sitta carolinensis,X,-103.0162239,42.7071641,2013-09-01,Pine Ridge / Oglala
Sitta carolinensis,X,-103.0162239,42.7071641,2013-09-09,Pine Ridge / Oglala
Sitta carolinensis,X,-103.0162239,42.7071641,2013-09-06,Pine Ridge / Oglala
Sitta carolinensis,1,-103.0162239,42.7071641,2013-09-01,Pine Ridge / Oglala
Sitta carolinensis,X,-103.0162239,42.7071641,2013-09-03,Pine Ridge / Oglala
Sitta carolinensis,X,-103.0162239,42.7071641,2013-09-04,Pine Ridge / Oglala
Sitta carolinensis,1,-103.0162239,42.7071641,2013-09-12,Pine Ridge / Oglala
Sitta carolinensis,1,-103.0162239,42.7071641,2013-09-25,Pine Ridge / Oglala
Sitta carolinensis,X,-103.0162239,42.7071641,2013-09-20,Pine Ridge / Oglala
Sitta carolinensis,2,-103.0162239,42.7071641,2013-09-24,Pine Ridge / Oglala
Sitta carolinensis,X,-103.0162239,42.7071641,2013-09-18,Pine Ridge / Oglala
Sitta carolinensis,X,-103.0162239,42.7071641,2013-09-02,Pine Ridge / Oglala
Sitta carolinensis,X,-103.0162239,42.7071641,2013-09-05,Pine Ridge / Oglala
Sitta carolinensis,1,-103.0162239,42.7071641,2013-09-24,Pine Ridge / Oglala
Sitta carolinensis,1,-103.0162239,42.7071641,2013-10-03,Pine Ridge / Oglala
Sitta carolinensis,X,-103.5716912,42.6984793,2014-05-17,Pine Ridge / Oglala
Sitta carolinensis,1,-103.2,42.6,2014-06-04,Pine Ridge / Oglala
Sitta carolinensis,3,-103.0162239,42.7071641,2014-07-30,Pine Ridge / Oglala
Sitta carolinensis,2,-103.023251,42.709039,2014-08-31,Pine Ridge / Oglala
Sitta carolinensis,3,-103.0162239,42.7071641,2014-08-29,Pine Ridge / Oglala
Sitta carolinensis,2,-103.0162239,42.7071641,2014-08-30,Pine Ridge / Oglala
Sitta carolinensis,2,-103.0162239,42.7071641,2014-08-31,Pine Ridge / Oglala
Sitta carolinensis,1,-103.023251,42.709039,2014-08-30,Pine Ridge / Oglala
Sitta carolinensis,1,-103.015438,42.704276,2014-09-22,Pine Ridge / Oglala
Sitta carolinensis,2,-103.0042076,42.7448691,2014-09-12,Pine Ridge / Oglala
Sitta carolinensis,2,-103.023251,42.709039,2014-09-28,Pine Ridge / Oglala
Sitta carolinensis,2,-103.0162239,42.7071641,2014-09-18,Pine Ridge / Oglala
Sitta carolinensis,3,-103.023251,42.709039,2014-09-01,Pine Ridge / Oglala
Sitta carolinensis,4,-103.011998,42.706469,2014-09-21,Pine Ridge / Oglala
Sitta carolinensis,2,-103.011998,42.706469,2014-09-06,Pine Ridge / Oglala
Sitta carolinensis,2,-103.023251,42.709039,2014-09-24,Pine Ridge / Oglala
Sitta carolinensis,2,-103.023251,42.709039,2014-09-16,Pine Ridge / Oglala
Sitta carolinensis,3,-103.023251,42.709039,2014-09-23,Pine Ridge / Oglala
Sitta carolinensis,1,-103.0162239,42.7071641,2014-09-30,Pine Ridge / Oglala
Sitta carolinensis,1,-103.011998,42.706469,2014-09-30,Pine Ridge / Oglala
Sitta carolinensis,2,-103.023251,42.709039,2014-09-08,Pine Ridge / Oglala
Sitta carolinensis,3,-103.023251,42.709039,2014-09-15,Pine Ridge / Oglala
Sitta carolinensis,1,-103.014358,42.71574,2014-09-22,Pine Ridge / Oglala
Sitta carolinensis,3,-103.023251,42.709039,2014-09-02,Pine Ridge / Oglala
Sitta carolinensis,2,-103.0162239,42.7071641,2014-09-07,Pine Ridge / Oglala
Sitta carolinensis,2,-103.023251,42.709039,2014-09-25,Pine Ridge / Oglala
Sitta carolinensis,2,-103.023251,42.709039,2014-09-05,Pine Ridge / Oglala
Sitta carolinensis,3,-103.023251,42.709039,2014-09-18,Pine Ridge / Oglala
Sitta carolinensis,1,-103.011998,42.706469,2014-09-02,Pine Ridge / Oglala
Sitta carolinensis,X,-103.2019615,42.6392627,2014-09-13,Pine Ridge / Oglala
Sitta carolinensis,2,-103.023251,42.709039,2014-09-03,Pine Ridge / Oglala
Sitta carolinensis,1,-103.0162239,42.7071641,2014-09-22,Pine Ridge / Oglala
Sitta carolinensis,2,-103.011998,42.706469,2014-09-16,Pine Ridge / Oglala
Sitta carolinensis,3,-103.0162239,42.7071641,2014-09-13,Pine Ridge / Oglala
Sitta carolinensis,2,-103.0162239,42.7071641,2014-09-20,Pine Ridge / Oglala
Sitta carolinensis,3,-103.0162239,42.7071641,2014-09-01,Pine Ridge / Oglala
Sitta carolinensis,1,-103.014358,42.71574,2014-09-05,Pine Ridge / Oglala
Sitta carolinensis,1,-103.014358,42.71574,2014-09-20,Pine Ridge / Oglala
Sitta carolinensis,2,-103.023251,42.709039,2014-09-13,Pine Ridge / Oglala
Sitta carolinensis,1,-103.011998,42.706469,2014-09-06,Pine Ridge / Oglala
Sitta carolinensis,1,-103.0162239,42.7071641,2014-09-04,Pine Ridge / Oglala
Sitta carolinensis,2,-103.0162239,42.7071641,2014-09-24,Pine Ridge / Oglala
Sitta carolinensis,2,-103.023251,42.709039,2014-09-27,Pine Ridge / Oglala
Sitta carolinensis,2,-103.023251,42.709039,2014-09-14,Pine Ridge / Oglala
Sitta carolinensis,2,-103.014358,42.71574,2014-09-11,Pine Ridge / Oglala
